bucket_manifest_row_id,promotion_queue_id,suggested_oracle_character_id,suggested_bucket_directory,suggested_character_directory,candidate_class_id,source_id,primary_external_ref_id,source_category_id,source_category_id_padded,validation_class_id,candidate_label_crosswalk_id,source_modern_label_candidate,source_modern_label_codepoints,label_component_count,has_multi_component_label,source_category_member_count,source_category_row_ids,suggested_decipherment_status,assignment_status,promotion_status,required_next_review,rights_status,caution,review_status,updated_at
hust-obc-bucket-001-row-011,hust-obc-obs-char-promo-000011,obs-char-000011,001_000001-000100_obs-char-bucket_oracle-characters,011_obs-char-000011_hust-obc-cat-0011_0012_0013_oracle-character,obs-cand-000011,src-hust-obc,hust-obc-cat-0011_0012_0013,0011_0012_0013,00011;00012;00013,10,hust-obc-label-xwalk-0011,㐁㐂㐃,U+3401;U+3402;U+3403,3,true,3,hust-obc-src-cat-0011;hust-obc-src-cat-0012;hust-obc-src-cat-0013,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-012,hust-obc-obs-char-promo-000012,obs-char-000012,001_000001-000100_obs-char-bucket_oracle-characters,012_obs-char-000012_hust-obc-cat-0014_oracle-character,obs-cand-000012,src-hust-obc,hust-obc-cat-0014,0014,00014,11,hust-obc-label-xwalk-0012,㐄,U+3404,1,false,1,hust-obc-src-cat-0014,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-013,hust-obc-obs-char-promo-000013,obs-char-000013,001_000001-000100_obs-char-bucket_oracle-characters,013_obs-char-000013_hust-obc-cat-0015_0016_oracle-character,obs-cand-000013,src-hust-obc,hust-obc-cat-0015_0016,0015_0016,00015;00016,12,hust-obc-label-xwalk-0013,㐅㐆,U+3405;U+3406,2,true,2,hust-obc-src-cat-0015;hust-obc-src-cat-0016,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-014,hust-obc-obs-char-promo-000014,obs-char-000014,001_000001-000100_obs-char-bucket_oracle-characters,014_obs-char-000014_hust-obc-cat-0017_oracle-character,obs-cand-000014,src-hust-obc,hust-obc-cat-0017,0017,00017,13,hust-obc-label-xwalk-0014,㐇,U+3407,1,false,1,hust-obc-src-cat-0017,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-015,hust-obc-obs-char-promo-000015,obs-char-000015,001_000001-000100_obs-char-bucket_oracle-characters,015_obs-char-000015_hust-obc-cat-0018_oracle-character,obs-cand-000015,src-hust-obc,hust-obc-cat-0018,0018,00018,14,hust-obc-label-xwalk-0015,㐈,U+3408,1,false,1,hust-obc-src-cat-0018,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-016,hust-obc-obs-char-promo-000016,obs-char-000016,001_000001-000100_obs-char-bucket_oracle-characters,016_obs-char-000016_hust-obc-cat-0019_oracle-character,obs-cand-000016,src-hust-obc,hust-obc-cat-0019,0019,00019,15,hust-obc-label-xwalk-0016,㐉,U+3409,1,false,1,hust-obc-src-cat-0019,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-017,hust-obc-obs-char-promo-000017,obs-char-000017,001_000001-000100_obs-char-bucket_oracle-characters,017_obs-char-000017_hust-obc-cat-0020_oracle-character,obs-cand-000017,src-hust-obc,hust-obc-cat-0020,0020,00020,16,hust-obc-label-xwalk-0017,㐊,U+340A,1,false,1,hust-obc-src-cat-0020,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-018,hust-obc-obs-char-promo-000018,obs-char-000018,001_000001-000100_obs-char-bucket_oracle-characters,018_obs-char-000018_hust-obc-cat-0021_oracle-character,obs-cand-000018,src-hust-obc,hust-obc-cat-0021,0021,00021,17,hust-obc-label-xwalk-0018,㐋,U+340B,1,false,1,hust-obc-src-cat-0021,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-019,hust-obc-obs-char-promo-000019,obs-char-000019,001_000001-000100_obs-char-bucket_oracle-characters,019_obs-char-000019_hust-obc-cat-0022_oracle-character,obs-cand-000019,src-hust-obc,hust-obc-cat-0022,0022,00022,18,hust-obc-label-xwalk-0019,㐌,U+340C,1,false,1,hust-obc-src-cat-0022,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-020,hust-obc-obs-char-promo-000020,obs-char-000020,001_000001-000100_obs-char-bucket_oracle-characters,020_obs-char-000020_hust-obc-cat-0023_0024_oracle-character,obs-cand-000020,src-hust-obc,hust-obc-cat-0023_0024,0023_0024,00023;00024,19,hust-obc-label-xwalk-0020,㐍㐎,U+340D;U+340E,2,true,2,hust-obc-src-cat-0023;hust-obc-src-cat-0024,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-021,hust-obc-obs-char-promo-000021,obs-char-000021,001_000001-000100_obs-char-bucket_oracle-characters,021_obs-char-000021_hust-obc-cat-0025_0026_oracle-character,obs-cand-000021,src-hust-obc,hust-obc-cat-0025_0026,0025_0026,00025;00026,20,hust-obc-label-xwalk-0021,㐏㐐,U+340F;U+3410,2,true,2,hust-obc-src-cat-0025;hust-obc-src-cat-0026,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-022,hust-obc-obs-char-promo-000022,obs-char-000022,001_000001-000100_obs-char-bucket_oracle-characters,022_obs-char-000022_hust-obc-cat-0027_oracle-character,obs-cand-000022,src-hust-obc,hust-obc-cat-0027,0027,00027,21,hust-obc-label-xwalk-0022,㐑,U+3411,1,false,1,hust-obc-src-cat-0027,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-023,hust-obc-obs-char-promo-000023,obs-char-000023,001_000001-000100_obs-char-bucket_oracle-characters,023_obs-char-000023_hust-obc-cat-0028_oracle-character,obs-cand-000023,src-hust-obc,hust-obc-cat-0028,0028,00028,22,hust-obc-label-xwalk-0023,㐒,U+3412,1,false,1,hust-obc-src-cat-0028,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-024,hust-obc-obs-char-promo-000024,obs-char-000024,001_000001-000100_obs-char-bucket_oracle-characters,024_obs-char-000024_hust-obc-cat-0029_oracle-character,obs-cand-000024,src-hust-obc,hust-obc-cat-0029,0029,00029,23,hust-obc-label-xwalk-0024,㐓,U+3413,1,false,1,hust-obc-src-cat-0029,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-025,hust-obc-obs-char-promo-000025,obs-char-000025,001_000001-000100_obs-char-bucket_oracle-characters,025_obs-char-000025_hust-obc-cat-0030_oracle-character,obs-cand-000025,src-hust-obc,hust-obc-cat-0030,0030,00030,24,hust-obc-label-xwalk-0025,㐔,U+3414,1,false,1,hust-obc-src-cat-0030,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-026,hust-obc-obs-char-promo-000026,obs-char-000026,001_000001-000100_obs-char-bucket_oracle-characters,026_obs-char-000026_hust-obc-cat-0031_oracle-character,obs-cand-000026,src-hust-obc,hust-obc-cat-0031,0031,00031,25,hust-obc-label-xwalk-0026,㐕,U+3415,1,false,1,hust-obc-src-cat-0031,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-027,hust-obc-obs-char-promo-000027,obs-char-000027,001_000001-000100_obs-char-bucket_oracle-characters,027_obs-char-000027_hust-obc-cat-0032_oracle-character,obs-cand-000027,src-hust-obc,hust-obc-cat-0032,0032,00032,26,hust-obc-label-xwalk-0027,㐖,U+3416,1,false,1,hust-obc-src-cat-0032,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-028,hust-obc-obs-char-promo-000028,obs-char-000028,001_000001-000100_obs-char-bucket_oracle-characters,028_obs-char-000028_hust-obc-cat-0033_oracle-character,obs-cand-000028,src-hust-obc,hust-obc-cat-0033,0033,00033,27,hust-obc-label-xwalk-0028,㐗,U+3417,1,false,1,hust-obc-src-cat-0033,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-029,hust-obc-obs-char-promo-000029,obs-char-000029,001_000001-000100_obs-char-bucket_oracle-characters,029_obs-char-000029_hust-obc-cat-0034_oracle-character,obs-cand-000029,src-hust-obc,hust-obc-cat-0034,0034,00034,28,hust-obc-label-xwalk-0029,㐘,U+3418,1,false,1,hust-obc-src-cat-0034,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-030,hust-obc-obs-char-promo-000030,obs-char-000030,001_000001-000100_obs-char-bucket_oracle-characters,030_obs-char-000030_hust-obc-cat-0035_oracle-character,obs-cand-000030,src-hust-obc,hust-obc-cat-0035,0035,00035,29,hust-obc-label-xwalk-0030,㐙,U+3419,1,false,1,hust-obc-src-cat-0035,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-031,hust-obc-obs-char-promo-000031,obs-char-000031,001_000001-000100_obs-char-bucket_oracle-characters,031_obs-char-000031_hust-obc-cat-0036_oracle-character,obs-cand-000031,src-hust-obc,hust-obc-cat-0036,0036,00036,30,hust-obc-label-xwalk-0031,㐚,U+341A,1,false,1,hust-obc-src-cat-0036,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-032,hust-obc-obs-char-promo-000032,obs-char-000032,001_000001-000100_obs-char-bucket_oracle-characters,032_obs-char-000032_hust-obc-cat-0037_oracle-character,obs-cand-000032,src-hust-obc,hust-obc-cat-0037,0037,00037,31,hust-obc-label-xwalk-0032,㐛,U+341B,1,false,1,hust-obc-src-cat-0037,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-033,hust-obc-obs-char-promo-000033,obs-char-000033,001_000001-000100_obs-char-bucket_oracle-characters,033_obs-char-000033_hust-obc-cat-0038_oracle-character,obs-cand-000033,src-hust-obc,hust-obc-cat-0038,0038,00038,32,hust-obc-label-xwalk-0033,㐜,U+341C,1,false,1,hust-obc-src-cat-0038,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-034,hust-obc-obs-char-promo-000034,obs-char-000034,001_000001-000100_obs-char-bucket_oracle-characters,034_obs-char-000034_hust-obc-cat-0039_oracle-character,obs-cand-000034,src-hust-obc,hust-obc-cat-0039,0039,00039,33,hust-obc-label-xwalk-0034,㐝,U+341D,1,false,1,hust-obc-src-cat-0039,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-035,hust-obc-obs-char-promo-000035,obs-char-000035,001_000001-000100_obs-char-bucket_oracle-characters,035_obs-char-000035_hust-obc-cat-0040_oracle-character,obs-cand-000035,src-hust-obc,hust-obc-cat-0040,0040,00040,34,hust-obc-label-xwalk-0035,㐞,U+341E,1,false,1,hust-obc-src-cat-0040,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-036,hust-obc-obs-char-promo-000036,obs-char-000036,001_000001-000100_obs-char-bucket_oracle-characters,036_obs-char-000036_hust-obc-cat-0041_0042_oracle-character,obs-cand-000036,src-hust-obc,hust-obc-cat-0041_0042,0041_0042,00041;00042,35,hust-obc-label-xwalk-0036,㐟㐠,U+341F;U+3420,2,true,2,hust-obc-src-cat-0041;hust-obc-src-cat-0042,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-037,hust-obc-obs-char-promo-000037,obs-char-000037,001_000001-000100_obs-char-bucket_oracle-characters,037_obs-char-000037_hust-obc-cat-0043_oracle-character,obs-cand-000037,src-hust-obc,hust-obc-cat-0043,0043,00043,36,hust-obc-label-xwalk-0037,㐡,U+3421,1,false,1,hust-obc-src-cat-0043,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
hust-obc-bucket-001-row-038,hust-obc-obs-char-promo-000038,obs-char-000038,001_000001-000100_obs-char-bucket_oracle-characters,038_obs-char-000038_hust-obc-cat-0044_oracle-character,obs-cand-000038,src-hust-obc,hust-obc-cat-0044,0044,00044,37,hust-obc-label-xwalk-0038,㐢,U+3422,1,false,1,hust-obc-src-cat-0044,unknown_until_cross_source_review,reserved_candidate_not_assigned,needs_cross_source_review,compare_xiaoxuetang_obm_obimd_evobc_and_primary_inscription_context,source_marked_risk_noted,"This row is a promotion-review queue item only. The suggested obs-char ID is not assigned until cross-source review confirms provenance, form identity, and decipherment status. HUST-OBC labels must not be treated as accepted readings.",needs_review,2026-06-04
